id_statement,type_obs,actor,observation,comment_obs,date,time,package,section_title,subsection,issue_detail,option_detail,pro_contra,issue_data,language,negotiation_format,side_main,doc_type,link,author,id_num,forum,meeting,file_location,id_observation,==...,time_parsed,speaking_time,informal_formal
20250717_12:45:54_eh_st_543,4,president,anecdote,"yeah well there is only so much we can do about time zones. i was a member of the human rights committee one time, and when we had the lockdown, we had a delegate from canada, and she was in toronto, there was no flights outside between countries. then there was a suggestion made that, if she could be brought from british columbia, where she was based, go to ottawa, within the time zone where the delegates from uganda, and that was yours truly, paraguay, and we are all on the same time zone. some things could be done. at least, she could fly within canada, across the three time zones, and do not violate anything unlike those other countries, and then we were able to make some progress. so let's try to work within what we are able to do, short of continuing to come to kingston or new york or anywhere. certainly kingston and i'm sure jamaica, even though they are so always happy to see us, we don't want to, you know, leave our welcome, because it can also be burdensome. at any rate.",2025-07-17,12:45:54,,,,,,,,,informal plenary,main,,,eh,543,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:45:54_eh_obs_178,TRUE,12:45:54,2,informal
20250717_12:45:56_eh_st_544,1,mexico,"also small delegation, wants strategic use of wgs","in terms of your suggestions and the steps to follow we agree and the schedule we agree with what was stated by uk and norway, we believe this is the right approach to discuss these issues. however, we are also a small delegation, and we have practical issues to follow, all the groups that are being created, all the friends of the president, and therefore we do agree with the approach, but maybe one suggestion and this for future approaches, would be to use this approach in a more strategic manner and create broader clusters of groups that are of issues that are related to which not only one delegation could join, but maybe you could have one or two delegations at the leadership of those clusters in order to facilitate the conversation and consider all the regulations as a whole as well. and maybe the secretariat could help us in identifying those broader clusters, which will decrease the amount of groups, since it's complicated for some of us to follow all those groups and at the same time, we would move forward in the regulations. so this is a suggestion to be most strategic in the approach, and this would help all delegations to participate fully in all the groups and reach consensus. hopefully this is useful, and this beyond how we are, generally speaking, negotiating their regulations.",2025-07-17,12:45:56,,,,,,,,,informal plenary,main,,,eh,544,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:45:56_eh_obs_179,TRUE,12:45:56,136,informal
20250717_12:48:12_eh_st_545,1,india,clear aggregation of cluster would be helpful,"so our delegation is also very happy and commend you that under your leadership, we have been able to accomplish the first step of the second reading of the draft regulation. and also see that there is a lot of work still left out in the form of annexes and schedules and other discussions. there are several divergences, several concerns from our delegation, also on various topics, various regulations, which you will continue to see to try them out. with regard to your proposed, your proposal for the annexes in the schedules, we are very happy to see that it is another tending towards a structure, a very structured approach on how to take forward these negotiations. you mentioned about clustering them and also new groups. we are also mindful that there are several delegations which have certain limitations. keeping those in mind, our delegation would suggest that it would be good to have a clear aggregation of these clusters, which you are proposing, if that can be shared, and also if that we can we can be kept to minimum. we will continue to work with you.",2025-07-17,12:48:12,,,,,,,,,informal plenary,main,,,eh,545,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:48:12_eh_obs_180,TRUE,12:48:12,105,informal
20250717_12:49:57_eh_st_546,1,canada,broadly supports new working mode,"canada echoes the points made by uk norway and australia, and can support broadly your proposed approach for annexes and schedules. however, we also take note of the suggestion made by the delegate from mexico in terms of introducing thematic clusters, and that also seems like an interesting way forward, so we're open to that approach as well.",2025-07-17,12:49:57,,,,,,,,,informal plenary,main,,,eh,546,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:49:57_eh_obs_181,TRUE,12:49:57,41,informal
20250717_12:50:38_eh_st_547,1,singapore,"aligns with uk, norway etc; understands concerns but actually finds groups helpful for small delegations","in general, we are supportive of the interventions made by the uk, norway, australia, canada and others, we find it helpful to leverage the friends of the president initiative to advance discussions on the annexes. it has been sometimes since we looked at these annexes, so some leadership to organize and update them would be much appreciated. we also understand the struggles of small delegations in participating in so many groups, but we actually find such modalities rather helpful, as a small delegation ourselves, while it can be a little bit chaotic and there's always an overwhelming amount of information, the friends of the president or the lead of such thematic discussions it's usually able to help us to distill issues and draw our attention to the key matters that we really need to focus and make decisions on. so we do find this helpful from this angle, we also note some ideas on further organization of these groups, and we think that that would be helpful to consider.",2025-07-17,12:50:38,,,,,,,,,informal plenary,main,,,eh,547,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:50:38_eh_obs_182,TRUE,12:50:38,68,informal
20250717_12:51:46_eh_st_548,1,argentina,suggests some coordination,"my delegation support your proposal to deal with these issues in the framework of groups of friends of the president, but we also support what was stated by other delegations regarding better structure the work of the said groups and identifying thematic clusters. my delegation believes that it would be useful to have some type of coordination in terms of the meetings of these various working groups. since, for example, we note that in the two weeks before this meeting of the council, we had seven or eight different meetings of facilitators groups, and we are small delegation. but even for large, larger delegations to follow all of these meetings group together with the documents that are circulated only a few days before, is difficult. so to have a structure, maybe a calendar, of when these meetings will occur, and to be able to coordinate all of this through the secretariat would be very useful, as we expressed during a previous meeting of the council, we believe it would be useful to have focal points for these working groups, so that delegations could see on the website who are those coordinating, or the countries that are coordinating various topics, in order to be able to communicate contact with them if we are interested in taking part in those groups.",2025-07-17,12:51:46,,,,,,,,,informal plenary,main,,,eh,548,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:51:46_eh_obs_183,TRUE,12:51:46,156,informal
20250717_12:54:22_eh_st_549,1,japan,"also wants some coordination, calendar, and maybe hep from secretariat; max two per week","japan would also like to join the preceding delegations in supporting the remarks made by uk norway, australia. and also we are open to the idea of clustering issues raised by mexico, and we also support the views made by our argentina colleague. we are not a developing state, but still, we have a very small group staff to work on this issue. so we do fully share the sentiment of the challenge in having many meetings at the same time, and we do need to see the we do need to avoid overlapping of this small meetings. so it would be nice to have a calendar, and possibly with the assistance of a secretariat, it would be a very much helpful to coordinate between the meetings and make sure that we won't have maybe more than three four meetings in a week. possibly a maximum of two would be manageable, and also to pay due consideration to other other treaty negotiations, like the bbnj, which we also work on the same with the same team. so with that, we have a full support to the proposal made by president.",2025-07-17,12:54:22,,,,,,,,,informal plenary,main,,,eh,549,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:54:22_eh_obs_184,TRUE,12:54:22,80,informal
20250717_12:55:42_eh_st_550,1,philippines,"wants coordination, wants calendar published, wants white papers from working groups on website; wants tandem annex and dr consideration; agrees with broad clusters","we note with interest the practical steps that you have outlined in moving forward, we generally support the mechanism of the friends of the president, premised on inclusivity and transparency. therefore, we would welcome an update on the list of the friends of the president, including new volunteers. should there be new volunteers in the coming days. nevertheless, the point made by the delegation of chile resonates with us, and we would appreciate a measure of predictability on the intercessional meetings we we echo the point made by argentina that the calendar of such meetings from the secretariat, from the end of the session and the start of the next session, would be highly appreciated, bearing in mind existing prior calendar of all the delegates. so if there are potential friends, we hope that they could coordinate early with the secretariat and indicate the dates of the proposed intersessional meetings, the circulation of meeting links to the general isa membership, rather than, rather than just to some interested states that have subscribed, would be welcome for the benefit of delegations that are not able or not in a position to follow these intersessional meetings. i we would recommend that prior to the next session, a white paper on the summary of the various friends of the president inter session on meetings and links to their outputs on the isa website could be made available, as well as specific time slot during the next sessions plenary, to enable the friends to report to the general isa membership would be welcome with the option of of course, the informal meetings outside of the plenary. i also note that we have not fully converged on some of the draft regulations, and therefore there is value in considering the annexes in tandem with the with those draft regulations, as noted by other delegations as well, this would probably be more efficient in the long run, mexico suggestion of proceeding by way of broad clusters of draft regulations and an access to enable broader policy discussions, as noted by costa rica, would be of interest, and we would welcome this approach as well to minimum to minimize the proliferation of intercessional meetings.",2025-07-17,12:55:42,,,,,,,,,informal plenary,main,,,eh,550,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:55:42_eh_obs_185,TRUE,12:55:42,137,informal
20250717_12:57:59_eh_st_551,1,russia,"does not object to new groups; interested in clusters, but wants clarification; wants crosscutting issues discussed; secretartiat should coordinate","president, we do not object against the format of work that you have suggested, having said that, we think that the mexican idea is very interesting, although we would like to ask the delegation mexico to give some examples, so that we could better understand how those those clusters would function. in any case, we are confident that once we focus our attention as a council and groups of delegations, however we call them, those would be clusters or intersessional groups. those could be friends of the presidents. the point is that we focus our attention on some specific issues, and that we focus our attention on some cross sectional issues, not only in the draft regulations. and we do believe that this type of approach is useful, is beneficial. we think that this will help us to make some headway when we finally agree on the main principle conceptual issues. together with that, we think that the large a large number of miscellaneous groups and that and the proper functioning would be impossible without the support given by the secretariat. therefore, we agree with japan and a number of other delegations, and argentina and other delegations that the secretariat should coordinate this work, that it would be good if the secretariat could disseminate the materials around the lists of groups. so i and yes, to have the calendar so that all that is visible, so that all delegations, large and small, will have a possibility of taking effective part in this work.",2025-07-17,12:57:59,,,,,,,,,informal plenary,main,,,eh,551,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_12:57:59_eh_obs_186,TRUE,12:57:59,171,informal
20250717_13:00:50_eh_st_552,1,trinidad and tobago,"supports, but wants intervals between meetings","trinidad and tobago would just like to join other delegations in supporting your proposal for the intersessional work. however, we, as a small delegation, we suggest that there's adequate intervals between the meetings to ensure that there is wide and effective participation.",2025-07-17,13:00:50,,,,,,,,,informal plenary,main,,,eh,552,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:00:50_eh_obs_187,TRUE,13:00:50,44,informal
20250717_13:01:34_eh_st_553,1,sierra leone,supports,"sierra leone takes the floor on behalf of the african group, on behalf of the african group, who also supports the proposal by the uk, norway, australia, singapore and others, to proceed with the annexes by leveraging the friends of the president's initiatives to advance our discussion on these important matters, and we look forward to engaging constructively.",2025-07-17,13:01:34,,,,,,,,,informal plenary,main,,,eh,553,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:01:34_eh_obs_188,TRUE,13:01:34,34,informal
20250717_13:02:08_eh_st_554,1,fiji,supports,"like to take this opportunity to act as a similar sentiments expressed by the developing countries in supporting your proposition on the inter sessional working group. i think, as alluded to about jamaica, the spacing and the staggering of these sessions would be applicable and appropriate for delegations such as fiji.",2025-07-17,13:02:08,,,,,,,,,informal plenary,main,,,eh,554,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:02:08_eh_obs_189,TRUE,13:02:08,51,informal
20250717_13:02:59_eh_st_555,1,ghana,supports,"thank you, mr. president, my delegation wishes to restate the submission made by the distinguished delegation of sierra leone on behalf of the african group, and we welcome the proposal.",2025-07-17,13:02:59,,,,,,,,,informal plenary,main,,,eh,555,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:02:59_eh_obs_190,TRUE,13:02:59,27,informal
20250717_13:03:26_eh_st_556,1,costa rica,still concerned about workload; not overlap with bbnj please; two weeks notice; agrees with japan on no more than two per week,"i recognize that other delegation don't share our concern about the workload, so we are always flexible, if that is what most of the of the of the delegates are agreeing with but then i would really, really, very kindly request that we do pay attention to what some delegation have said regarding, like, trying to not overlap when we have the bbnj meetings, because it's the same, the same team doing this, and maybe try to have at least two weeks advancement notice before we have we have a meeting so that we can prepare. and also, some delegation have said to have no more than two meetings a week. that i think that makes sense, because that way we see that there are 13 groups right now, so that way we could have, you know, eight meet eight different groups, meeting one month and eight groups the other month. and in that way we can advance, but if we can have some kind of guidance so that it's not so overwhelming that, you know, in the end, we won't be able to follow.",2025-07-17,13:03:26,,,,,,,,,informal plenary,main,,,eh,556,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:03:26_eh_obs_191,TRUE,13:03:26,177,informal
20250717_13:06:23_eh_st_557,4,president,concludes,"thank you very much. costa rica, yeah, we can find the modalities and make sure that we try to accommodate everybody. of course, many delegations are small delegations. i see the ugandan delegation. it is no delegation at all. but nevertheless, we manage. nevertheless. but you know, let us try to work around the within existing resources. and i don't speak japanese, but i think this is a japanese word within existing resources. if you didn't know that's japanese, i uh, distinguished delegates, i note that tanzania wanted something, but you will have to hold it back and because now we have to conclude we have reached the one o'clock hour, i see some support for the proposal that was presented by the presidency. if delegations agree, i will ask the secretary to upload on the website a list of the annexes where it will be indicated. and this lines up with what costa rica was concerned about, so that we see which ones are already covered and by an existing working group, and of the other annexes that could be clustered for the work or where we can fit in as such, in the friends of the president. of course, the concerns of the various delegations have been taken into account, and the secretariat will try to help coordinate the intercession. did i say try? no. they are conscripted to ensure that we have a smooth flow of intersession work. and with that, i want to thank you and to give the floor to the secretariat to make some announcements. so do i close before, or do i close after? let's listen to announcements, and then we shall close formally.",2025-07-17,13:06:23,,,,,,,,,informal plenary,main,,,eh,557,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:06:23_eh_obs_192,TRUE,13:06:23,139,informal
20250717_13:08:42_eh_st_558,4,secretariat,information,"am pleased to inform that it has been uploaded on the website, the revised draft decision or relating to the financial budgetary matters. i repeat, the revised draft decision on financial and budgetary matters has been uploaded on the website. you can identify it by isba slash 30, slash c, slash l, dot two, slash rev, dot one, the informal working group on effective control will meet today between two and 3pm at conference room number four, i repeat the informal working group on effect effective control will meet today from two to 3pm at conference room number four and and this is an announcement regarding the assembly for those delegations who are party are going to participate in the assembly, delegations can now register on the list of speakers for item eight and item 11 of the assembly's provisional agenda. i repeat item eight and item 11 of the assembly's provisional agenda. what is that? yes, yeah, you can. item 11 has to is related to the commemoration of the 30th anniversary of the isa. and you can register at the meeting services desk that is just on the right side of this podium. i repeat. you can go to the desk on of the meeting services and then you can register for for the statements regarding item 11, that is the commemoration of the 30th anniversary of isa, each delegate will be allowed three minutes to speak. so i repeat, if you want to sign up for item eight or item 11, you can do it with with our colleagues at meeting services desk.",2025-07-17,13:08:42,,,,,,,,,informal plenary,main,,,eh,558,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:08:42_eh_obs_193,TRUE,13:08:42,101,informal
20250717_13:10:23_eh_st_559,999,xxx_observation,,,2025-07-17,13:10:23,,,,,,,,,informal plenary,main,,,eh,559,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_13:10:23_eh_obs_194,TRUE,13:10:23,7538,informal
20250717_15:16:01_eh_st_560,4,president,calls for people taking their seats,"ah excellencies, i hereby declare open the 337 meeting of the council. i noticed that there is a german flag which is up. i don't know whether that's german efficiency or whether they would want to donate some mercedes benz limousines, because i don't know, you know, with the germans, but please, the floor is yours,",2025-07-17,15:16:01,,,,,,,,,formal plenary,main,,,eh,560,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_15:16:01_eh_obs_195,TRUE,15:16:01,262,formal
20250717_15:20:23_eh_st_561,1,germany,will be fop for 44 ter env goals and objectives; meeting tomorrow at 2pm,"you're well aware that we are not intending to sell cars, but rather announcing to delegations that we are happy to become one of your friends now too. we will host a new friends of the president group focusing on work on draft regulation 44 ter, which is the regulation on strategic environmental goals and objectives. we have scheduled a first informal meeting for any interested parties tomorrow, and if understood the secretary correctly, will be from 2pm in conference room. four will be a very brief meeting, probably to recall the background to this regulation, present the text in its latest version and suggest a way forward.",2025-07-17,15:20:23,indicative programme of work,item 14: report of the chair of the legal and technical commission on the work of the commission at the second part of its thirtieth session,,,,,,,formal plenary,main,,https://www.isa.org.jm/wp-content/uploads/2025/07/isba_30_c_l.3-draft-decision-of-the-council-of-the-isa-for-the-adoption-of-the-revised-standardized-rempsfv-auv.pdf,eh,561,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_15:20:23_eh_obs_196,TRUE,15:20:23,76,formal
20250717_15:21:39_eh_st_562,4,president,turns to item 14,"excellence is distinguished. delegates, ladies and gentlemen, i extend a warm welcome to all participants to this plenary meeting. i particularly want to welcome the chairman of the finance committee. you know, he comes with a bag of goodies. so welcome the past president to this plenary. before we can proceed, i wish to draw the attention of the council to agenda item 14, report of the legal and technical commission on the work of the commission at the second part of the 30th session for this item, the council is invited to adopt the draft decision of the council for the adoptive for the adoption of the revised standardized procedure for the development, establishment and review of the regional environment management reps. and the draft is contained in document isba, slash 30, slash c, slash l3, the document is available on the website. i open the floor for comments.",2025-07-17,15:21:39,indicative programme of work,item 14: report of the chair of the legal and technical commission on the work of the commission at the second part of its thirtieth session,,,,,,,formal plenary,main,,https://www.isa.org.jm/wp-content/uploads/2025/07/isba_30_c_l.3-draft-decision-of-the-council-of-the-isa-for-the-adoption-of-the-revised-standardized-rempsfv-auv.pdf,eh,562,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_15:21:39_eh_obs_197,TRUE,15:21:39,117,formal
20250717_15:23:36_eh_st_563,1,netherlands,"suggestions were collected and circulated, wonders if those are included in the decisions to be adopted now","last week, my delegation, together with costa rica and germany, submitted some suggestions to the document that we're supposed to be adopting now. so the draft, standardized procedure and template contained in document is bas, slash 30, slash slash c, slash three following this submission, we have consulted with different delegations upon hearing their statements, and the result of those consultations have been circulated yesterday evening by the secretary to other delegations. i think there's been more delegations that might have submitted some comments that were circulated. i guess i'm wondering what the documents that were supposed to adopt. now, do these include all the suggestions made by delegations? if i could ask for clarification on that that we greatly appreciate it.",2025-07-17,15:23:36,indicative programme of work,item 14: report of the chair of the legal and technical commission on the work of the commission at the second part of its thirtieth session,,,,,,,formal plenary,main,,https://www.isa.org.jm/wp-content/uploads/2025/07/isba_30_c_l.3-draft-decision-of-the-council-of-the-isa-for-the-adoption-of-the-revised-standardized-rempsfv-auv.pdf,eh,563,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_15:23:36_eh_obs_198,TRUE,15:23:36,90,formal
20250717_15:25:06_eh_st_564,4,president,"not included, no; asks secretariat to confer with the delegations and see how to sort this; keeps agenda item 14 open until tomorrow; turns to item 17; gives floor to finance committee","okay, i'm advised that the document does not have the compilation there in and i'm requesting the secretary to confer with the stakeholder delegations so that they can get these compilations together so and then we consolidate it. is that something that you can live with? okay, i okay, i would encourage delegations to continue to these delegation deliberations in a private and very informal way so that we can find common ground. and accordingly, i will keep this agenda item open until tomorrow. in the hope of receiving positive news from your ongoing efforts. i invite you to continue the hard work and constructive engagement to achieve consensus on this important matter. distinguished delegates, we are now proceeding to agenda item 17 on the report of the finance committee. this report is contained in document isba, slash saturday, slash c, slash pro. the document is available on the authority's website. for that, i give the floor to the chair of the finance committee my friend, mr. kenneth wong, you got the floor.",2025-07-17,15:25:06,indicative programme of work,item 17: report of the finance committee (isba/30/c/12),,,,,,,formal plenary,main,,https://www.isa.org.jm/wp-content/uploads/2025/07/isba_30_a_8-isba_30_c_12-report-of-the-finance-committeefv-auv-1.pdf,eh,564,isa,30th part ii council,p:/14_erc_twinpolitics/5_data/2_raw data/isa 30th session part ii/20250717_isa30pii_eh.xlsx,20250717_15:25:06_eh_obs_199,TRUE,15:25:06,135,formal
